date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-08-23,27.2,23.8,33,17.5,,,9.8,,1005.5,
2017-08-24,24.9,19,32,0,,,11.1,,1009.1,
2017-08-25,25.1,16,32,0,,,11.6,,1011.5,
2017-08-26,24.2,17,28,,,,7.4,,1014.5,
2017-08-27,17,16.9,23,27.4,,,11.1,,1013.8,
2017-08-28,21.1,17,28,25.9,,,9.3,,1014.7,
2017-08-29,21.1,13,28,0,,,10.2,,1018.2,
2017-08-30,23.1,15.6,28,,,,7.1,,1013.4,
2017-08-31,22.7,19.3,27,0,,,8.3,,1013.1,
2017-09-01,23.3,18.2,28,,,,7.2,,1011.5,
2017-09-02,23.2,20,29,,,,8.1,,1011.9,
2017-09-03,23.8,18.3,29,,,,9.3,,1012.1,
2017-09-04,24.1,20.1,28,,,,8.3,,1010.8,
2017-09-05,24.4,21,30.5,0,,,12.8,,1009.1,
2017-09-06,23.2,17,32,,,,7.2,,1007.3,
2017-09-07,25.2,18.8,32,,,,7.2,,1005.8,
2017-09-08,26.7,21.3,32,,,,6.9,,1007.3,
2017-09-09,25.2,22.4,29.7,,,,10.4,,1010.2,
2017-09-10,20.8,20,25.1,2.5,,,6.2,,1010.1,
2017-09-11,21.1,16,29,,,,8.6,,1012.1,
2017-09-12,23.4,16.4,30,,,,6.8,,,
2017-09-13,24.1,18,30,,,,5.7,,1017.9,
2017-09-14,24.3,19,30,,,,8.1,,1017.2,
2017-09-15,21.3,19,28.2,,,,5.1,,1016.9,
2017-09-16,21.3,17,29,,,,4.8,,1013.2,
2017-09-17,20.4,14,30,,,,8.6,,1011.6,
2017-09-18,22.1,13,31,,,,6.8,,1005.9,
2017-09-19,20.8,13,31,,,,,,1009.6,
2017-09-20,20.4,10,28.3,,,,7.5,,1013.7,
2017-09-21,22.3,15.3,28,,,,6.2,,,
2017-09-22,20.3,16,28,,,,12.8,,1009.1,
2017-09-23,20.7,13.4,27.7,,,,5,,1011.3,
2017-09-24,24.2,18.2,30,,,,7.2,,1010.2,
2017-09-25,23,21,28,,,,6.8,,1011.3,
2017-09-26,16.1,15,22.3,,,,10.4,,1013.8,
2017-09-27,15.1,10,20.8,0,,,5.6,,1016.3,
2017-09-28,16.1,8,23,,,,14.4,,1016,
2017-09-29,16.4,9.1,26,,,,5,,,
2017-09-30,19.2,13.9,24.4,,,,5.7,,1013.6,
2017-10-01,21.6,16.4,27,,,34,9.9,,1013.2,
2017-10-02,12.8,11,20,0,,,7.1,,1022.5,
2017-10-03,13.3,10,20,,,,7.1,,1028,
2017-10-04,14.7,6,22,,,,8.6,,1026.1,
2017-10-05,14.3,8.4,21,,,,7.7,,1020.7,
2017-10-06,16,10.8,22,,,,6.8,,1018,
2017-10-07,15.5,12.2,18,,,,4.7,,1019,
2017-10-08,15.6,13,18,13,,,5.1,,1021.3,
2017-10-09,11.7,10,15,51.8,,,12.2,,1023.9,
2017-10-10,9.5,9,12,3.8,,14,9.5,,1027.8,
2017-10-11,10.9,6,16,1.3,,,5.7,,1027.5,
2017-10-12,9.6,6,16,0,,,6.9,,1024.2,
2017-10-13,12.2,5.8,20,,,,6.3,,1022.7,
2017-10-14,10.9,7.7,15,0.8,,,7.8,,1027.6,
2017-10-15,11.7,9,16,0.3,,,5.4,,1028,
2017-10-16,12.2,8,18,0,,,6.6,,1031.7,
2017-10-17,14,8.5,16.8,1.3,,,5.3,,1028.7,
2017-10-18,12.2,12,14,2.5,,,5.1,,1023.9,
2017-10-19,13.9,10.3,19,1.5,,,7.1,,1020.6,
2017-10-20,13.1,10,18,0,,,4.4,,1019.2,
2017-10-21,14.3,9.5,19,0,,,7.5,,1021.5,
2017-10-22,9.9,9,14,,,,5,,1023.9,
2017-10-23,10.8,6,18,,,,6.3,,1025.4,
2017-10-24,11.4,5.6,18,,,,5.9,,1025.3,
2017-10-25,11.8,6.9,15,,,,4.2,,1024.4,
2017-10-26,11.7,8.6,15.3,0,,,3.8,,1019.3,
2017-10-27,12.7,8.6,18,,,,5.3,,1018,
2017-10-28,9.2,5,15,,,,18.5,,1026,
2017-10-29,9.1,2,15,,,,,,1033.7,
2017-10-30,7.4,-0.4,17,,,,8.9,,1028.3,
2017-10-31,8,1.7,14,,,,6,,,
2017-11-01,10.4,3,19,,,,6.5,,1018.5,
2017-11-02,10.8,4,20,,,,9.3,,1017.5,
2017-11-03,4,0,12,,,,6.2,,,
2017-11-04,5.4,-1.7,14,,,,5.7,,1031.4,
2017-11-05,6,2,12.8,,,,4.4,,,
2017-11-06,7.8,2,15,,,,5.1,,1018.2,
2017-11-07,9.9,4,19,,,,12,,1019.4,
2017-11-08,7.3,1,14,,,,7.5,,1025.1,
2017-11-09,9.6,4.1,13,,,,5.3,,1018.9,
2017-11-10,5.4,1,12.5,,,330,24.9,,1024.6,
2017-11-11,2.2,-2,9,,,,8.4,,,
2017-11-12,3.4,-3,10,,,,5,,,
2017-11-13,6.1,-1,12,,,,19.1,,,
2017-11-14,0.7,-4,7,,,,15.8,,,
2017-11-15,-0.2,-7,6,,,,6.8,,1025.6,
2017-11-16,1.1,-4.1,7.9,,,,4.7,,,
2017-11-17,1.1,-3,6,,,344,21.9,,,
2017-11-18,-1.1,-3,5,,,263,17.3,,,
2017-11-19,-2.3,-8,4.2,,,,5.4,,,
2017-11-20,0.7,-6.4,10,,,,6.6,,1027.2,
2017-11-21,4.3,-6,10,,,,10.2,,,
2017-11-22,3.2,-2.3,8,,,316,18.9,,1025.5,
2017-11-23,2.1,-4.2,6,,,,14.1,,,
2017-11-24,1.9,-3.1,6.5,,,,13.7,,,
2017-11-25,2.6,-5,9,,,,5.3,,1019.9,
2017-11-26,-1.2,-4,4.8,,,,,,,
2017-11-27,-0.7,-5,5,,,,,,1021.4,
2017-11-28,0.1,-4,7,,,,18,,,
2017-11-29,-4.3,-7,0.5,,,,7.5,,,
2017-11-30,-1.8,-9,4,,,307,13.8,,,
2017-12-01,-2.2,-10,5.3,,,,6,,,
2017-12-02,-1.6,-9,5.1,,,,4.2,,1022.8,
2017-12-03,0.4,-6,6,,,10,13.1,,,
2017-12-04,-0.7,-5,3,,,316,16.8,,,
2017-12-05,0.2,-5.5,7,,,,10.7,,,
2017-12-06,2.7,-8,10,,,,12.5,,,
2017-12-07,0.8,-5,5,,,,17.3,,,
2017-12-08,0.2,-6,9,,,,8.6,,,
2017-12-09,4.2,-3.5,10,,,,8.6,,,
2017-12-10,0.2,-3,5,,,,18.6,,,
2017-12-11,-4.3,-6,0,,,35,15.3,,,
2017-12-12,-7.1,-9,-2,,,,8.6,,1034.1,
2017-12-13,-4.2,-11,-0.7,,,,6.6,,1036.5,
2017-12-14,-3.1,-5,0,,,,6,,,
2017-12-15,-1.4,-5,2,,,340,15.5,,,
2017-12-16,-5.8,-7,0,,,,20.1,,,
2017-12-17,-1.8,-12,5.2,,,,7.8,,1030.1,
2017-12-18,-0.1,-8,6,,,,16.8,,1030.3,
2017-12-19,-2.2,-9,5,,,,8.3,,,
2017-12-20,0.3,-8,8.2,,,,11.4,,1030.1,
2017-12-21,-0.6,-8,9,,,,5.6,,1025.9,
2017-12-22,1.6,,,,,,,,,
2017-12-23,1.6,-7,5.6,,,,5.3,,,
2017-12-24,0.7,-1,6,,,,21.3,,,
2017-12-25,-1.1,-8,5,,,,8.3,,,
2017-12-26,-1.9,-6,4,,,,7.2,,,
2017-12-27,-3.3,-8,2,,,,6,,1027.6,
2017-12-28,-3.2,-7,3,,,,5.9,,,
2017-12-29,-3.4,-9,-1.4,,,,4.4,,1030.7,
2017-12-30,-1.5,-5,6,0,,,9,,1029.4,
2017-12-31,-2.9,-10,5,,,,6,,,
2018-01-01,-2.9,-9,4,,,,7.2,,,
2018-01-02,-2.7,-9,2.5,,,,9.3,,1034.8,
2018-01-03,-3.4,-8,0,,,,13.8,,,
2018-01-04,-5.4,-6,-2,,,,10.5,,1034.4,
2018-01-05,-2.6,-11,4,,,,6.9,,1027.3,
2018-01-06,-1.4,-6.3,4,,,,10.2,,,
2018-01-07,-0.2,-4,4,,,,11.7,,,
2018-01-08,-3.1,-5,1,,,322,25.2,,,
2018-01-09,-3.1,-9,0.3,,,,22.8,,,
2018-01-10,-6.3,-8,-1,,,341,27.9,,1029.5,
2018-01-11,-8.8,-12,-2,,,,12.9,,1036.6,
2018-01-12,-5.3,-11.2,4,,,,6,,1030.7,
2018-01-13,-3.6,-11,3.1,,,,6.5,,1026.3,
2018-01-14,0.2,-10,9,,,,7.7,,,
2018-01-15,-1.3,-5.1,2,,,,7.5,,,
2018-01-16,0.2,-5,5,,,,10.2,,,
2018-01-17,-1.3,-6,7,,,,10.4,,1019.3,
2018-01-18,-2.7,-10,5,,,,5.6,,,
2018-01-19,0.7,-9,9,,,,11.7,,1022.7,
2018-01-20,-0.9,-8,3,,,,8,,,
2018-01-21,-4.2,-6,-2,,,,8.4,,1025.5,
2018-01-22,-6.7,-9,-1,0,,351,16.5,,1025.2,
2018-01-23,-9.3,-13,-5,,,307,18.9,,1030.9,
2018-01-24,-7.8,-12,-2,,,,12.2,,1032.7,
2018-01-25,-9.6,-14,-4,,,,9.8,,1038,
2018-01-26,-8.8,-15,-5,,,,5.1,,1037.9,
2018-01-27,-7.6,-15,-4.1,,,,5,,1032,
2018-01-28,-5.6,-11,-2.5,,,313,23.3,,1031.2,
2018-01-29,-1.9,-5.1,0,,,299,19.7,,,
2018-01-30,0.1,-6.6,4.3,,,,17,,1026.4,
2018-01-31,-2.2,-4.3,4.3,,,299,13.8,,,
2018-02-01,-0.8,-11,6,,,,12.3,,,
2018-02-02,-6.2,-7,0,,,334,21.2,,,
2018-02-03,-5.9,-15,0.2,,,,11.6,,,
2018-02-04,-4,-14,2,,,,8.7,,1033.4,
2018-02-05,-6.8,-9,-0.6,,,35,14.6,,1034.4,
2018-02-06,-4.7,-14,1,,,,7.7,,,
2018-02-07,-4.8,-12,1,,,,15.9,,,
2018-02-08,-4.6,-11.1,1.1,,,,6.6,,,
2018-02-09,-2.9,-10,4,,,,19.7,,,
2018-02-10,-3.8,-10.5,-1,,,,21.6,,1029.6,
2018-02-11,-3.6,-6.4,-1,,,310,23.4,,1027.2,
2018-02-12,-2,-5,7,,,,14.6,,1023.3,
2018-02-13,0.6,-11,8.2,,,,5.3,,,
2018-02-14,-0.4,-5,5,,,,9.6,,1020.9,
2018-02-15,-2.2,-10,5,,,,6.9,,,
2018-02-16,0.4,-9,7.8,,,,10.5,,,
2018-02-17,-2.5,-8,2.3,,,,6.8,,,
2018-02-18,0.8,-6.2,9,,,,6.5,,,
2018-02-19,1.2,-5,6,,,,5.1,,,
2018-02-20,0.9,-3,8,,,,10.2,,,
2018-02-21,1.7,-8,9,,,,8,,1023.8,
2018-02-22,0.8,-7,10,,,,9,,1017.1,
2018-02-23,4,-7,13,,,,9.8,,1018.8,
2018-02-24,-2.1,-5,3,,,,11,,,
2018-02-25,-0.3,-7.3,6.3,,,,6.3,,,
2018-02-26,2.4,-6,11,,,,6.2,,1018.6,
2018-02-27,2.6,-0.5,5.1,,,,6.5,,,
2018-02-28,3.3,0.3,8.1,,,,13.4,,1012.4,
2018-03-01,3.1,-2.4,8.2,,,315,19.7,,,
2018-03-02,2.7,-2,9.5,,,,6.6,,,
2018-03-03,7.2,1.4,10.2,,,,5.4,,1005.7,
2018-03-04,1.6,-1,9,,,,10.8,,1019.7,
2018-03-05,1.2,-6,8,,,,10.7,,,
2018-03-06,0,-4.1,5,,,,11.4,,,
2018-03-07,-0.9,-4,3.1,,,,6.2,,,
2018-03-08,1.7,-4,7,,,,11.3,,1031.9,
2018-03-09,2.3,-4.4,9.2,,,,7.1,,,
2018-03-10,4.5,-2,13,,,122,11,,,
2018-03-11,4.3,-3,7,,,,4.5,,1023.4,
2018-03-12,5.6,-2,12,,,,6,,,
2018-03-13,10.9,2.1,19,,,,5.6,,,
2018-03-14,12.3,7.4,14.7,,,,7.8,,1008.8,
2018-03-15,6.1,2.9,14.3,,,47,20.4,,1024.1,
2018-03-16,5.1,-1.2,10,,,,11,,,
2018-03-17,0.9,0,3,4.1,,,5,,,
2018-03-18,5.7,-1,12,3.8,,,6.3,,,
2018-03-19,9.6,1,15,0,,,9.2,,1025.1,
2018-03-20,6.2,1,11,,,,9.3,,1028.8,
2018-03-21,5.4,-1.6,11,,,,7.8,,,
2018-03-22,11.2,0.7,19,,,,7.8,,,
2018-03-23,11.7,5,21,,,,6.3,,1014.1,
2018-03-24,14.4,2,24,,,,8.4,,1020.6,
2018-03-25,18,5.5,27,,,,9.3,,1017.5,
2018-03-26,15.8,6,24.4,,,,7.1,,,
2018-03-27,18.6,9.4,25.1,,,,5.6,,1005.7,
2018-03-28,17.8,14,23,,,150,11.4,,1011.8,
2018-03-29,13.6,10,20,,,,10.8,,1024,
2018-03-30,13.3,6.4,18,,,,9.5,,1022.1,
2018-03-31,15.8,9,24,,,,5.9,,1013.5,
2018-04-01,18.6,8,27.1,,,123,8.1,,1009.1,
2018-04-02,18.8,12.8,25,,,,8.7,,1006.1,
2018-04-03,5.6,2.9,20,2.5,,50,19.4,,,
2018-04-04,3.5,0,9,10.4,,,7.2,,,
2018-04-05,4.3,0.4,7.8,,,,10.8,,1020.1,
2018-04-06,6.5,5,11,,,319,27.3,,1022.1,
2018-04-07,7.2,3,13,,,,15.5,,1019.1,
2018-04-08,12.8,1.7,20,,,,8.9,,1010.4,
2018-04-09,14.3,6.5,19,,,,9.6,,1007.5,
2018-04-10,17.6,8,25,,,,22.4,,,
2018-04-11,19.9,7.5,26,,,,,,,
2018-04-12,16.8,10.8,22,,,,,,1018,
2018-04-13,10.3,9.5,15,6.1,,,8.6,,1021.7,
2018-04-14,14.2,9,19,,,323,24.8,,1016.8,
2018-04-15,15.3,4,22,,,,10.8,,1017.7,
2018-04-16,18.1,7.1,24,,,,11.3,,1014.9,
2018-04-17,17.8,12.8,24,,,,9.9,,1011.8,
2018-04-18,19.1,13,26,,,,7.8,,1007.9,
2018-04-19,21.2,13,27,,,,9.5,,1010,
2018-04-20,22.1,14.3,29.3,,,,9.3,,1009.1,
2018-04-21,14.1,12.6,20,27.2,,,10.7,,1011.5,
2018-04-22,12.4,10.4,14.1,1.3,,,13.1,,1020,
2018-04-23,13.7,10.5,20,1.3,,,10.2,,1020.3,
2018-04-24,17.3,8,24,0,,348,8.4,,1019.7,
2018-04-25,18.7,8.6,26,,,,,,,
2018-04-26,19.2,11.9,28,,,,6.2,,1010.2,
2018-04-27,19.8,12,26,,,,12.9,,1017.3,
2018-04-28,21.3,12.9,28,,,,7.2,,1009.2,
2018-04-29,23.1,15,28,,,,6.8,,1003.8,
2018-04-30,18.8,16,24,0,,,11.6,,1012.3,
2018-05-01,17.2,13,22,1,,,11.4,,1014.4,
2018-05-02,18,10,24,,,,10.4,,1016,
2018-05-03,17.3,8,24,,,,9.9,,,
2018-05-04,21.3,11.2,27,,,,7.4,,,
2018-05-05,19.3,16,26,,,,10.8,,,
2018-05-06,21.8,12.9,29,,,,9,,1008.8,
2018-05-07,20.4,15,27,,,,10.5,,1010.5,
2018-05-08,20.2,12,26,,,,9.3,,,
2018-05-09,20.8,12.4,28,,,,9.5,,1019.2,
2018-05-10,22.7,16.4,27,,,,6.9,,1015.2,
2018-05-11,19.3,19,22.4,,,,7.1,,1010.9,
2018-05-12,18.5,16,25,0,,,8.1,,1006.6,
2018-05-13,23.8,14.3,29,,,,7.2,,1003.8,
2018-05-14,26.4,19.5,33,,,,8.6,,999.6,
2018-05-15,24.7,20.4,30,,,,8,,,
2018-05-16,24.5,20.5,29,0,,,6.8,,,
2018-05-17,21.2,20,24,0.5,,,8.1,,1004.7,
2018-05-18,23.4,20,30,,,,9.9,,1009.8,
2018-05-19,21.6,16.5,28,1.8,,,9.6,,1014,
2018-05-20,17.2,15.6,19,2.5,,,6,,,
2018-05-21,16.7,15,19,3.6,,,6.6,,1015.8,
2018-05-22,18.3,14.9,27,3.3,,,16.5,,,
2018-05-23,22.9,9.7,32,0,,,13.8,,,
2018-05-24,26.3,14.6,34,,,,10.2,,,
2018-05-25,25.4,18.4,32,,,,8.3,,1002.2,
2018-05-26,24.4,20,32,,,,10.8,,,
2018-05-27,26.8,16,34,,,,11.9,,,
2018-05-28,22.2,,,,,,,,,
2018-05-29,24.2,12,32,,,,11.9,,,
2018-05-30,25.9,14,33,,,,7.7,,1011,
2018-05-31,27.1,16,36,,,,7.8,,1013.3,
2018-06-01,27.9,16,37,,,,9.2,,1012.6,
2018-06-02,28.8,20.3,36,,,,9.8,,1009.1,
2018-06-03,23.7,22,31,1,,,8,,1007.5,
2018-06-04,28.4,17.3,35,0.3,,,,,1004.8,
2018-06-05,31.9,20.5,40,0,,,13.8,,1000.2,
2018-06-06,28.7,22.6,33,0.5,,,8.6,,1002.6,
2018-06-07,24.3,21,33,,,,9.6,,1008.8,
2018-06-08,27.1,19,32,,,93,9.9,,1009.5,
2018-06-09,19.4,17.8,24.5,7.6,,,8.4,,1007.2,
2018-06-10,21.8,16.2,26,,,,9.6,,1004,
2018-06-11,22.1,17.4,28,,,,8.1,,1001,
2018-06-12,24.6,18,32,2.8,,,6.6,,998.9,
2018-06-13,19.3,17.2,23,11.4,,,7.1,,1001.3,
2018-06-14,24.7,15.2,33,,,,7.8,,1003.4,
2018-06-15,24.4,19.5,29,,,,9.8,,1007.3,
2018-06-16,25.9,19.8,30,,,,7.1,,1006.6,
2018-06-17,23.3,19.9,27.5,5.8,,,7.1,,1005.2,
2018-06-18,26.9,20.9,32,0.8,,,8.1,,1001.9,
2018-06-19,26.8,22,34,0,,,8.3,,1002.4,
2018-06-20,29.1,20,38,,,,8,,1003.7,
2018-06-21,29.9,19,36,,,,9.2,,1004.8,
2018-06-22,26.7,23.9,31,,,,6.2,,1004.3,
2018-06-23,30.2,22.9,37,,,,8.4,,1001,
2018-06-24,30.9,24,36,,,,9.8,,1001.9,
2018-06-25,27.4,25,31,0.5,,111,8,,1002.1,
2018-06-26,27.1,21,32.4,,,,7.8,,1000.4,
2018-06-27,30.6,23,38,,,,11.7,,998.1,
2018-06-28,29.9,22,38,,,,10.2,,999.6,
2018-06-29,30.7,20,39.3,5.3,,,10.8,,,
2018-06-30,26.9,21,36,8.6,,,12.3,,1003,
2018-07-01,26.9,21.2,31.1,,,,9.3,,1005.8,
2018-07-02,27,23.2,31.9,0,,130,8.7,,1003.5,
2018-07-03,26.7,23.2,31,0.5,,,,,1000.1,
2018-07-04,30.3,24.7,36,0,,,7.8,,997.3,
2018-07-05,27.4,23,35.8,3,,,8,,1000.8,
2018-07-06,29.2,22.2,34,,,,9.5,,1006,
2018-07-07,24.4,24,27,10.9,,,7.7,,1007.1,
2018-07-08,27.3,23.1,30.5,,,,6.3,,1005.9,
2018-07-09,25,24,28,,,,8,,1009.7,
2018-07-10,25.6,22.7,29,0,,,5.7,,1011,
2018-07-11,21.6,21,24,36.3,,,5.3,,1008.4,
2018-07-12,24.7,21,27.3,1,,,4.7,,1006.2,
2018-07-13,26.7,23.5,30,,,,6.3,,1004.3,
2018-07-14,28.4,24.4,32.1,,,,7.5,,1003.6,
2018-07-15,29.9,25,34,13.2,,,8,,1004.5,
2018-07-16,25.3,24,30.1,39.6,,,9.5,,1004,
2018-07-17,24.6,23,25,72.4,,,7.8,,1004.1,
2018-07-18,27.3,23.7,30,27.2,,,4.5,,1004.5,
2018-07-19,27.8,23.6,33,6.1,,,6.9,,1004.5,
2018-07-20,30.7,26.8,35,,,144,9.8,,1002.1,
2018-07-21,31.2,28,36,,,146,10.1,,1003.6,
2018-07-22,28.4,27,32.8,,,41,8.4,,1006.3,
2018-07-23,29.3,26,33.3,5.6,,92,7.1,,1005.6,
2018-07-24,26.2,24,31.3,84.6,,344,11.3,,998.9,
2018-07-25,28.5,24,33.9,51.3,,11,9.3,,1001.3,
2018-07-26,29.7,24,34.2,0,,52,7.5,,1005.2,
2018-07-27,28.5,25,33,,,123,6,,1007.9,
2018-07-28,29.7,25.5,34,,,134,6,,1007.1,
2018-07-29,30.4,26.5,35,,,103,5.7,,1005.2,
2018-07-30,31.4,27,36,,,123,5.6,,1004.8,
2018-07-31,31.7,26.9,37,,,149,7.4,,1005.1,
2018-08-01,32.2,27,37,,,99,6.6,,1005.3,
2018-08-02,31.7,27,37,,,146,5.7,,1005.7,
2018-08-03,32.2,27,38,,,160,7.5,,1004.6,
2018-08-04,32.4,27.4,37,,,149,7.5,,1004,
2018-08-05,29.8,27.9,36,4.3,,116,10.4,,1006.1,
2018-08-06,26,22,28,10.4,,58,6.2,,1006.2,
2018-08-07,28.4,26,31.7,0,,69,5.6,,1004.6,
2018-08-08,25.1,23,28,18.8,,90,7.7,,1006.8,
2018-08-09,28.6,23.3,33,17.5,,179,6.9,,1007.1,
2018-08-10,29.7,24.3,35,0,,139,5.9,,1006.1,
2018-08-11,26.3,25,31.1,10.9,,86,6,,1003.4,
2018-08-12,26.2,23.7,30.5,61,,115,6.2,,1003.1,
2018-08-13,27.2,23.8,32,,,69,5.6,,1005.4,
2018-08-14,26.4,25,29,,,62,7.5,,1005.9,
2018-08-15,28.6,24.3,32.2,0,,32,9.5,,1009,
2018-08-16,27.7,25,33,,,53,9.3,,1013.4,
2018-08-17,27.6,23,32,,,149,6.2,,1011.5,
2018-08-18,24.2,21,28,,,17,9.6,,1010.2,
2018-08-19,25.1,22,28,0,,57,7.7,,1008.4,
2018-08-20,27.8,22,34,,,326,8.7,,1002.1,
2018-08-21,27.6,21,34,,,23,8.3,,1005,
2018-08-22,24.8,22,29,,,314,6.2,,1008.6,
2018-08-23,25.8,20,33,,,28,8.6,,1007.5,
2018-08-24,26.1,21,32.1,,,8,9.3,,1006.1,
2018-08-25,27.4,21.7,32,,,165,7.1,,1007.7,
2018-08-26,28,23.4,33,,,149,7.1,,1008.3,
2018-08-27,26.8,25,31,,,149,8.4,,1009.9,
2018-08-28,25.6,23,30,,,66,6.2,,1007.8,
2018-08-29,26.7,20,32,,,35,8.7,,1008.8,
2018-08-30,21.9,20,26,3.8,,187,6.6,,1011.6,
2018-08-31,25.5,19.4,31,3.8,,122,6.9,,1013.3,
2018-09-01,24.5,22,29,14.2,,129,8,,1012.2,
2018-09-02,23.7,20,27,16.3,,153,8.3,,1003.7,
2018-09-03,27,22,31,0,,336,17.1,,1002.2,
2018-09-04,25.3,17.8,32,,,289,16.2,,1003.7,
2018-09-05,26.6,17.7,34,,,253,10.2,,1003,
2018-09-06,22.8,19,27,,,317,22.7,,1003.1,
2018-09-07,22.7,15,29,,,332,13.8,,1012,
2018-09-08,21.3,13,28,,,21,7.8,,1016.7,
2018-09-09,21.4,15,28,,,156,8.1,,1018.6,
2018-09-10,22.9,16.6,28.1,,,127,6.8,,1018.9,
2018-09-11,21,18,28,1.8,,150,9.2,,1015.3,
2018-09-12,22.3,17.4,28,,,113,7.8,,1013.9,
2018-09-13,23.1,18,28,,,109,5.6,,1014.8,
2018-09-14,24.5,19,29,,,164,7.2,,1014.6,
2018-09-15,20.1,17,26,,,341,14,,1018,
2018-09-16,18.1,14,27.2,,,338,9.1,,1019.2,
2018-09-17,18.4,11,27,,,347,7.5,,1019.2,
2018-09-18,19.6,13,25,,,97,6.4,,1016.8,
2018-09-19,18.5,14,24.1,,,89,5,,1013.7,
2018-09-20,18.5,13,26,,,127,6,,1011.4,
2018-09-21,20.2,12,26,,,331,16.7,,1012,
2018-09-22,17.6,10,26,,,303,17.7,,1015.6,
2018-09-23,17.2,9,24,,,310,17.6,,1018.7,
2018-09-24,16.1,8,24,,,75,6.8,,1021.8,
2018-09-25,18.1,11.5,24,0.3,,137,8,,1021.8,
2018-09-26,17.3,13,23.2,,,136,6.5,,1021.3,
2018-09-27,16.4,11,20.2,6.1,,88,6.5,,1018.1,
2018-09-28,15.7,12,24,1,,48,8.6,,1013.9,
2018-09-29,13.4,8,21,0,,341,14,,1014.9,
2018-09-30,16.3,7.6,20,,,311,16.1,,1013.3,
2018-10-01,19.9,14,27,0,,310,19.1,,1015.8,
2018-10-02,17.7,10,26,,,317,9,,1018,
2018-10-03,16.5,9,27,,,10,6.8,,1020.3,
2018-10-04,17,9,25,,,82,6,,1021.9,
2018-10-05,18.1,12.6,24,,,60,5,,1019.7,
2018-10-06,14.7,7,22,0,,332,19.7,,1020.3,
2018-10-07,14.3,6,23,,,281,15.2,,1020,
2018-10-08,15.5,6.2,23,,,344,10.1,,1018.4,
2018-10-09,10.6,6,16,,,338,23.9,,1021.7,
2018-10-10,9.5,3,17,,,339,7.5,,1024,
2018-10-11,9.8,2,18,,,356,6.8,,1027.2,
2018-10-12,10.7,3,19,,,96,5.7,,1025.5,
2018-10-13,11.8,6.2,20,,,68,5.7,,1022.6,
2018-10-14,13.8,7.7,20,,,86,3.6,,1021,
2018-10-15,13.2,11,17,4.1,,31,6.8,,1021.3,
2018-10-16,12,9,19,4.3,,40,9,,1021.2,
2018-10-17,8.9,4,19,0,,56,6.8,,1023.4,
2018-10-18,9.7,2,19,,,66,6,,1026.7,
2018-10-19,9.3,3,19,,,165,5.7,,1027.9,
2018-10-20,10.2,4.1,19,,,130,5.4,,1025.9,
2018-10-21,9.6,5,16,,,78,4.4,,1021.7,
2018-10-22,11.8,5,19,,,317,9.3,,1017.4,
2018-10-23,9.8,3,20,,,229,9.5,,1018.1,
2018-10-24,11.4,2,22,,,77,5,,1016.5,
2018-10-25,11.8,5,15,,,10,7.2,,1015.2,
2018-10-26,8.4,8,13,0,,305,28.5,,1019.1,
2018-10-27,15.1,3.3,19,,,261,14.3,,1018.7,
2018-10-28,12.2,7.4,18,,,318,26,,1012.7,
2018-10-29,9.9,3,16,,,342,18,,1019.2,
2018-10-30,8.2,1,17,,,6,7.1,,1023.4,
2018-10-31,7.9,0,17,,,46,5.1,,1026.6,
2018-11-01,8.7,1,18,,,46,5.9,,1027.4,
2018-11-02,8.1,1,17,,,62,4.5,,1025.7,
2018-11-03,10.9,4.4,18,,,84,5.7,,1022.1,
2018-11-04,6.5,7,12,,,0,10.5,,1025,
2018-11-05,5.5,0,11,,,50,5.3,,1030.5,
2018-11-06,4.4,-1,10.1,,,356,7.8,,1032.2,
2018-11-07,5.8,-1.4,12,,,263,5.9,,1027.5,
2018-11-08,6.4,2,13.3,,,184,5.7,,1016.9,
2018-11-09,9.4,0.7,16,,,329,14.9,,1019,
2018-11-10,8.3,1,13,,,49,7.8,,1026.6,
2018-11-11,7.8,5,15,,,181,6.2,,1023.8,
2018-11-12,6.2,0,15,,,171,5.1,,1022.3,
2018-11-13,6.4,0,12.1,,,73,4.2,,1022,
2018-11-14,7.2,2.7,9,,,114,5.6,,1023,
2018-11-15,5.6,4,10,,,8,12.2,,1027.3,
2018-11-16,2.7,-4,9,,,313,10.2,,1031.4,
2018-11-17,3.9,-2,11,,,229,6.8,,1024.9,
2018-11-18,4.6,-5,12,,,326,11.9,,1022.3,
2018-11-19,2.9,-5,10,,,46,5.6,,1021.9,
2018-11-20,5.6,-1.6,11,,,12,7.8,,1023.2,
2018-11-21,2.8,-1,9,,,321,11.6,,1028.1,
2018-11-22,1.9,-6,9,,,56,6.3,,1027.1,
2018-11-23,1.8,-3,7,,,16,8.9,,1022.3,
2018-11-24,3.1,-3,11,,,82,8,,1023.6,
2018-11-25,4,-4,14,,,75,6,,1021.5,
2018-11-26,5,-2.1,10,,,30,4.8,,1019.7,
2018-11-27,3.2,-2,11,,,329,15.9,,1026,
2018-11-28,0.2,-5,8,,,46,5.7,,1024.9,
2018-11-29,0.7,-7,7,,,117,6.8,,1029.1,
2018-11-30,0.6,-5,9,,,70,4.8,,1026.3,
2018-12-01,4.3,-6,7.6,0.3,,79,5,,1025.7,
2018-12-02,4.8,2.9,6.3,,,24,5.9,,1017.9,
